essay_id,essay_set,essay,score,p5_mbart50_m2m
11827,5,"In this memoir of Narciso Rodriguez, @PERSON3's life, the mood containing it all, was greatful, and showed how his parents gave him love through his whole life. Both his parents were born and raised in Cuba, and in 1956, they both moved to the United States. Starting their lives over again, and taking any job they could find. Then in 1961, @PERSON2, @CAPS1. was born. Both Parents raised him with love, and care, and introducing his Cuban background into his life.        As @PERSON2, was telling his story, all readers could tell how greatful he was to have a family like he did. Also, as he shared his non-– blood related family, and the remembrence on how his parents' life changed by moving to @LOCATION2, he showed the respect he had towards them.",2,"नारसिसो रोड्रिगजको यस आत्मकथामा @PERSON3को जीवन, यसमा समाविष्ट मनोदशा, महान थियो, र यसले देखायो कि उनका माता-पिताले उनलाई सारा जीवनभरि कसरी प्रेम दिएका थिए। उनका दुवै माता-पिताहरू क्यूबामा जन्मे र बृद्धि भए, र १९५६ मा तिनीहरू दुवै संयुक्त राज्य अमेरिकामा गए । तिनीहरूको जीवन फेरि सुरु गर्दै, र तिनीहरूले फेला पार्न सक्ने कुनै पनि काम लिँदै । त्यसपछि १९६१ मा @PERSON2, @CAPS1। जन्मेको थियो । दुवै माता-पिताले उनलाई प्रेम, र सावधानीपूर्वक पालन गरे, र उनको जीवनमा उनको कुबाली पृष्ठभूमिको परिचय दिए।        @PERSON2ले आफ्नो कथा सुनाए जस्तै, सबै पाठकहरूले उहाँको परिवारको लागि उहाँ कति महान हुनुहुन्थ्यो भन्ने कुरा थाहा पाए । उनी आफ्ना परिवारका अन्य सदस्यहरूसँग पनि साझेदार गरे। उनले आफ्ना माता-पिताहरूका जीवनलाई @LOCATION2 मा जानाले कसरी परिवर्तन भयो भन्ने सम्झना गरे। उनले उनीहरू प्रति उनको सम्मान देखाए।"
11828,5,"Throughout the excerpt from Home the Blueprints of Our Lives, Narciso Rodriguez, the author, manages to maintain a single overall mood. In many parts of the story he tells about how much he loved his childhood so it lead me to think was nostalgia, but nowhere does it emphasize that he yearns to return to past times. He always declared how loving and selfless his family was, how they aided others, and how he became"" family"" with his neighbors. Due to this I have found the tone to be, loving and admiring towards his parents. This is so due to the fact that he states how his parents were so brave to leave their lives in Cuba behind just so he could have a better life. Narciso Rodriguez also remarks numerous times on how his parents helped so many in need. If in Rodriguez's position I would love and admire my parents just as much, if not more, for their selfless deeds and upbringing of their son.",2,"Home the Blueprints of Our Lives बाट निकालिएको सम्पूर्ण अंशमा लेखक नर्सिसो रोड्रिगेजले एकल समग्र मनोदशा कायम राख्न सफल हुन्छ । कथाको धेरै भागहरूमा उनले आफ्नो बाल्यकाललाई कति माया गर्दथ्यो भन्ने कुरा बताउँदछन् त्यसैले म सोच्दछु यो स्मरणीय थियो, तर यसमा कुनै पनि ठाउँमा उनी भूतकालमा फर्कन चाहन्छन् भन्ने बल छैन । उनी सधै आफ्नो परिवार कति मायालु र स्वार्थी थियो, कसरी तिनीहरूले अन्य मानिसहरूलाई सहयोग गरे, र कसरी उनी आफ्ना छिमेकीहरूसँग""परिवार"" भए भन्ने घोषणा गरे । यसकारण मैले उनको माता-पिता प्रति प्रेम र आदर गर्ने स्वर पाएँ। यो तथ्यको कारणले हो कि उहाँ भन्नुहुन्छ उहाँका आमा-बाबुले कसरी राम्रो जीवन प्राप्त गर्नका लागि तिनीहरूको जीवनलाई कबूडामा छोड्न इर्ष्या गरेका थिए । नारसिसो रोड्रिगेजले पनि धेरै पटक आफ्ना माता-पिताहरूले कतिलाई सहयोग गरेका छन् भन्ने उल्लेख गरे । रोड्रिगेजको स्थितिमा म आफ्ना आमा-बाबुका लागि उनीहरूको अनैतिक कार्यहरू र उनीहरूको पुत्रको पालनका लागि उस्तै नै, यदि अझ बढी होइन भने, मन पराउने र प्रशंसा गर्ने थिएँ ।"
11829,5,"The mood the author created in the memoir is love. the author finds out that family doesn't have to be blood related. In the author's neighborhood ""despite customs elsewhere, all of these cultures came together in solidarity and friendship"" (@NUM1). The author loves thier parents because they came ""as many immagrants do, to give their children a better life"" (@NUM2). The author is very greatful that her parents ""Mother and father had come to this country with such courage, without any knowledge of the language or the culture"" (@NUM3). The author's parents gave him a great life by moving to @LOCATION1 and ""turned this simple house into a @NUM4).",3,"यस आत्मकथामा लेखकले सिर्जना गरेको मनोदशा प्रेम हो। लेखकले बुझ्छ कि परिवारलाई रगत सम्बन्धी हुन आवश्यक पर्दैन । लेखकको छिमेकमा""कुनै अन्य रीति-रिवाजहरू भए तापनि यी सबै संस्कृतिहरू एकसाथ एकजुट भएका छन्"" (@NUM1)। लेखकले तिम्रा माता-पिताहरूलाई प्रेम गर्दछ किनभने तिनीहरू""धेरै भ्रमकहरू जस्तै आफ्ना छोरा-छोरीहरूलाई राम्रो जीवन दिन आएका छन्"" (@NUM2)। आफ्नो आमा-बाबुले यस देशमा भाषा वा संस्कृतिको कुनै पनि ज्ञान बिना यस प्रकारको साहससँग आएकी थिइन्। यसबारे लेखक अति खुशी हुनुहुन्छ (@NUM3)। लेखकका माता-पिताले @LOCATION1 मा जानेर र ""यो साधारण घरलाई @NUM4 मा परिवर्तित गरेर"" उनलाई ठूलो जीवन दिए ।"
11830,5,The mood created by the author is showing how cuban's lived and about Their cultra and how they lived and some people from other cultra's could be diffrent and don't @CAPS1 cared about their cultra's and some people do care about their cultra like narciso parents. that is what the author is trying to say. and that some people should respect their cultra and not @CAPS2 To be a different cultra.,1,लेखकद्वारा सिर्जना गरिएको मनोदशाले कुबानको जीवन कसरी र उनीहरूको  cultra बारे देखाउँछ र तिनीहरू कसरी बाँचे र अन्य  cultra बाट केही मानिसहरू फरक हुन सक्छन् र @CAPS1 ले उनीहरूको  cultraको बारेमा ध्यान दिएनन् र केही मानिसहरूले उनीहरूको  cultra बारे ध्यान दिएनन् जस्तै नार्सो अभिभावकहरू जस्ता । लेखकले जे भन्न खोजिरहेको छ त्यो हो । र केही मानिसहरूले उनीहरूको कोल्टालाई सम्मान गर्नुपर्छ र @CAPS2 भिन्नको कोल्टा हुनुहुन्न।
11831,5,"The mood created in the memoir is happiness and gratitude. Narciso is grateful of his parents for moving to @LOCATION1, and still give him warm happy feeling of a house in Cuba. His parents passed down their culture to him and he is happy that they did. Narciso is glad to have lived in the home that they did, and all the opertunities that he had as a child. He is grateful that his family always got together and had a feast with cuban music, activities, and food. His parents gave up their jobs and had to Start their lives over entirely. Narciso is also grateful that he learned the real definition of ""family"". He is also very grateful to his parents for their love and sacrifice.",3,"स्मृतिमा सिर्जना गरिएको मूड सुख र कृतज्ञता हो । नर्सीसो आफ्नो माता-पितालाई @LOCATION1 मा जानको लागि धन्यवाद दिन्छ, र अझै पनि उलाई क्यूबामा एउटा घरको र्हषित भावना दिन्छ । उहाँका माता-पिताले उहाँलाई उनीहरूको संस्कृति सिकाए र उहाँ खुशी हुनुहुन्छ कि तिनीहरूले त्यसै गरे। नर्सीसो उनीहरूको घरमा बस्नु भएकोमा खुशी छ, र उनको बाल्यकालमा भएको सबै राम्रा कुराहरू पनि खुशी छ। उनी आफ्ना परिवारले कबुन संगीत, क्रियाकलापहरू र भोजनसँग सधैं एकसाथ भेला भएका छन् भन्नेमा कृतज्ञ छन्। उहाँका आमा-बाबुले आफ्नो काम त्यागे र तिनीहरूको जीवन पूर्ण रूपले शुरु गर्नु पर्यो । नारसिसोले""परिवार""को वास्तविक परिभाषा सिक्नेमा पनि कृतज्ञ छन् । उनी आफ्ना आमा-बाबुको प्रेम र बलिदानको लागि पनि अत्यन्तै कृतज्ञ छन्।"
11832,5,"The mood definitely helps you feel and comprehend the story better. The mood is a mixture of both happy and sad because of the way the author states his ideas. For example, the sentence ""I will never forget how my parents turned this simple house into a home"" makes me feel sad because he grew up and everything is just memories now but he keeps those happy memories. Most of other ideas like ""I will be grateful to my parents for their love and sacrifice"" also carry the same reasons for being happy or sad. However statements like ""My mother and father came to this country with such courage, without any knowledge of the language or the culture"" makes me feel happy that his parents were so determind. Overall the main idea is remembering the good and bad times of his life and the mood for this idea is happy/sad.",3,"मूड निश्चित रूपमा तपाईँलाई कथा बुझ्न र अनुभव गर्न मद्दत गर्छ । लेखकले आफ्नो विचार व्यक्त गर्ने तरिकाको कारणले यो मनोदशा सुखी र दुःखी दुवैको मिश्रण हो। उदाहरणका लागि, वाक्य ""म कहिल्यै पनि बिर्सने छैन मेरा माता-पिताले यो साधारण घरलाई एउटा घरमा कसरी परिणत गरे""ले मलाई दुःखी बनाउँदछ किनभने उनी ठूलो भएका छन् र अहिले सबै मात्र स्मृतिहरू छन् तर उनी ती सुखी स्मृतिहरू राख्दछन् । अन्य धेरै विचारहरू जस्तै ""म आफ्ना माता-पितालाई उनीहरूको प्रेम र बलिदानका लागि धन्यवाद दिनेछु"" पनि खुशी वा दुःखी हुनका लागि उही कारणहरू समाविष्ट हुन्छन् । तथापि,""मेरा आमा र बाबु भाषा वा संस्कृतिको कुनै ज्ञान बिना यस देशमा यति साहसी भएर आए""भने जस्ता वक्तव्यहरूले मलाई उहाँका माता-पिताहरू यति दृढ भएकोमा खुशी पार्दछन्। समग्र रूपमा मुख्य विचार उहाँको जीवनको राम्रो र खराब समय सम्झना हो र यस विचारका लागि मनोवृत्ति सुखी/दुःखी छ।"
11833,5,"In Narciso Rodriguez's memoir from ""Home: The Blueprints of Our Lives"" he/she incorporated love and passion into the mood. You can tell this by how fondly and strongly Narciso talks about some things. ""Here, the innocence of childhood, the congregation of family and friends, and endless celebrations that encompassed both, formed the backdrop to life in our warm houses."" In this one sentence alone, you could feel Narciso's passion and love for this home of the their's. Narciso puts a great deal of love and thankfulness into paragraph @NUM1 and @NUM2 when talking about his/her parents. ""It was here where I learned the real definition of 'family'... I will never forget how my parents turned the simple house into a home."" These two sentences are most likely the strongest in Narciso's memoir, these two are also the ones filled with the most passion and meaning. As you can see, in Narciso Rodriguez's memoir from ""Home: The Blueprints of Our Lives"", the mood Narciso puts in it is love and passion. ",3,"नारसिसो रोड्रिगेजको ""गृह: हाम्रो जीवनको नमूनाहरू""बाट लिइएको मेमोरीमा उनी र तिनले प्रेम र उत्साहलाई मनोदशामा समावेश गरेका छन् । केही कुराहरूका बारेमा नर्सीसो कति प्रगाढ़ र बलपूर्वक बोल्छ भन्नेले यो देख्न सकिन्छ। ""यहाँ, बाल्यकालको निर्दोषता, परिवार र मित्रहरूको समुदाय, र दुवैलाई समाविष्ट अनन्त समारोहहरूले हाम्रो हार्दिक घरहरूमा जीवनको पृष्ठभूमि बनायो ।"" यस एक वाक्यमा मात्र, तपाईँले नरसिसोको आफ्नो घरको लागि उत्साह र प्रेम अनुभव गर्न सक्नुहुन्छ । नर्सीसोले आफ्ना/उनका अभिभावकको बारेमा कुरा गर्दा अनुच्छेद @NUM1 र @NUM2 मा धेरै माया र धन्यवाद राख्छ । ""त्यहाँ मैले 'परिवार'को वास्तविक परिभाषा सिक्न थाले... म कहिल्यै पनि बिर्सने छैन कि मेरा आमा-बाबुले कसरी साधारण घरलाई एउटा घर बनाउँदछन्।” यी दुई वाक्यहरू नर्सीसोको स्मृतिमा सबैभन्दा शक्तिशाली हुन्, यी दुई पनि सबैभन्दा उत्साह र अर्थसँग भरिएका हुन्। तपाईँले देख्न सक्नुहुन्छ, नार्सिसो रोड्रिगेजको ""गृह: हाम्रो जीवनको योजनाहरू""बाट लिइएको मेमोरीमा नार्सिसोले यसमा प्रेम र उत्साह राख्छ। "
11834,5,"In the excerpt the mood created by the author is love. Love for family and love for each other. The author talks about his parents in a loving and respectful way, ""I will never forget how my parents turned this simple house into a home."" The author discribes all his parents went through to make their own and his life better. In doing so they turned an apartment into a place of love and caring that he will never forget and more importantly passed this love onto him. The author also talks about his ""family"" and the love shared between them, ""My parents always kept their arms and their door open to the many people we considered family..."" The author's ""family"" wasn't completely blood related. Many people were friends but very close friends that hav become like family and were always welcomed. Finally, the author talks about his community, ""In our neighborhood, despite customs elsewhere, all these cultures came together in great solidarity and friendship."" No matter what nationality they were the comunity was very close together and understanding. It was these basic principles of friendship, trust, love, and caring that were passed onto the author of this excerpt by a varity of people and give the excerpt a mood of love.",4,"यस खण्डमा लेखकद्वारा सिर्जना गरिएको मनोदशा प्रेम हो। परिवारका लागि प्रेम र एक अर्काका लागि प्रेम। लेखकले आफ्ना माता-पिताहरूका बारेमा प्रेमपूर्ण र आदरपूर्ण तरिकाले कुरा गर्छन्,""म कहिल्यै पनि बिर्सने छैन कि मेरा माता-पिताहरूले यो साधारण घरलाई घरमा परिणत गरे।"" लेखकले आफ्ना तथा उनको जीवनलाई राम्रो बनाउनका लागि आफ्ना सबै माता-पिताहरूले जे गरे त्यसको वर्णन गर्दछ। यस प्रकारले तिनीहरूले एउटा घरलाई प्रेम र आदरको स्थानमा परिणत गरे जसलाई उहाँ कहिल्यै बिर्सनुहुने छैन र अझ महत्वपूर्ण रूपले उहाँलाई प्रेम प्रदान गरे। लेखकले आफ्ना ""परिवार"" र तिनीहरू माझ सेयर गरिएको प्रेमबारे पनि कुरा गर्छ, ""मेरा आमा-बाबुले सधैँ आफ्ना हात र ढोकाहरू धेरै मानिसहरूलाई खुला राखेका छन् जसलाई हामी परिवार मान्दछौं..."" लेखकको ""परिवार"" पूर्ण रूपमा रगत सम्बन्धी थिएन । धेरै मानिसहरू मित्र थिए तर धेरै नजिकका मित्रहरू हुन् जसले परिवार जस्तै बन्छन् र सधैं स्वागत गरिन्छन् । अन्त्यमा लेखकले आफ्नो समुदायको बारेमा कुरा गर्छन्, ""हाम्रो छिमेकीको माझमा, अन्य ठाउँका रीति-रिवाजहरू भएता पनि, यी सबै संस्कृतिहरू महान एकता र मैत्रीमा एकजुट भए ।"" कुनै पनि राष्ट्रका थिएनन् तिनीहरू एकसाथ धेरै नजिक र समझदार थिए। मित्रता, विश्वास, प्रेम र दयाका यी आधारभूत सिद्धान्तहरू विभिन्न मानिसहरूले यस लेखको लेखकलाई सुम्पेका थिए र यसले लेखलाई प्रेमको भाव दिन्छ।"
11835,5,"The mood created by the author in the memoir is grateful and fortunate. Narciso Rodriguez talks about being so fortunate to have his parents and his heritage of being Cuban. From paragraph @NUM1, ""I will always be grateful to my parents for their love and sacrifice."" @CAPS1 is saying that @CAPS1 was so happy and lucky to have his parents as parents which is the main mood of the memoir.Another mood created by Narciso Rodriguez in his memoir is happiness. @CAPS1 makes the story happy by saying how great it was to grow up with his family. @CAPS1 also says that his family was a lot of people in his neighborhood as well. @CAPS1 is happy to have a great family. From paragraph @NUM2, ""Here, the innocence of childhood, the congregation family and friends, and endless celebrations that encompassed both, formed the backdrop to life in our warm home.""@CAPS2 are two moods created by Rodriguez in his memoir.",3,"यस आत्मकथामा लेखकद्वारा सिर्जना गरिएको मनोदशा कृतज्ञ र भाग्यमानी छ। नारसिसो रोड्रिग्सले आफ्नो आमा-बाबु र कुबाली होनेको आफ्नो विरासतसँग साह्रै भाग्यमानी भएको बारेमा कुरा गर्छन् । @NUM1 को पैराग्राफबाट, ""मेरा आमा-बाबुको प्रेम र बलिदानको लागि म सधैं कृतज्ञ हुनेछु ।"" @CAPS1 भन्नुहुन्छ कि @CAPS1 आफ्नो माता-पितालाई आमा-बाबु भएकोमा अति खुशी र भाग्यमानी भएको थियो जुन स्मृतिको मुख्य मनोदशा हो। अर्को मनोदशा आफ्नो स्मृतिमा नरसिसो रोड्रिगेजद्वारा सिर्जना गरिएको मनोदशा हो। @CAPS1 ले आफ्नो परिवारसँग ठूलो हुँदा कति महान थियो भन्ने कुरा गरेर कथालाई खुशी बनाउँदछ । @CAPS1 ले उहाँका परिवारका धेरै सदस्यहरू पनि उहाँको वरिपरिका थिए भन्ने पनि बतायो । @CAPS1 एउटा ठूलो परिवारसँग खुशी छ। @NUM2 को पैराग्राफबाट, ""यहाँ, बाल्यकालको निर्दोषता, समुदायका परिवार र मित्रहरू, र दुवैलाई समाविष्ट अनन्त समारोहहरूले हाम्रो हार्दिक घरमा जीवनको पृष्ठभूमि बनायो।""@CAPS2 रोड्रिगेजले आफ्नो आत्मकथामा सिर्जना गरेको दुई मनोदशा हुन् ।"
11836,5,"The author generally stayed in one mood. The mood portrayed in the story was family and friends are very important and they help what you will be in the future. This is why the author stressed how thankful he was that his family had come to @LOCATION1 to make him a better life and that his friends came over to share their culture. Also the author was saying that even in @LOCATION1 it was important to remember his cuban blood and culture. This is why he says ""...and a love of cooking that is still with me today (and for which I am eternally grateful). Passionate cuban music (which I adore to this day) filled the air, mixing with the aromas, of the kitchen."" Also the author say's that a home is where geat memeries are and were you grow up, you should never forget it.",3,"लेखक सामान्यत: एक मूडमा रहनुभयो । यस कथामा चित्रित मनोदशा थियो परिवार र साथीहरू धेरै महत्वपूर्ण छन् र तिनीहरूले भविष्यमा तपाईँको भविष्यलाई मद्दत गर्दछन्। यसकारण लेखकले उहाँको परिवारले @LOCATION1 मा उहाँलाई राम्रो जीवन दिन र उहाँका मित्रहरूले उनीहरूको संस्कृति साझेदार गर्न आइरहेका छन् भन्नेमा उहाँ कति कृतज्ञ हुनुहुन्थ्यो भन्नेलाई बल दियो । लेखकले पनि भन्नुभयो कि @LOCATION1 मा पनि उनको कूबन रगत र संस्कृतिलाई सम्झना गर्नु महत्वपूर्ण थियो। यसकारण उहाँ भन्नुहुन्छ ""... र खानाको प्रेम जुन आज पनि मसँग छ (र जसको लागि म अनन्तै कृतज्ञ छु)। कुटुम्बका सुगन्धित वासनाहरूसँग मिसाएर, म आजसम्म आराधना गर्ने कुबन संगीतले हवा भर्यो ।"" लेखकले घर जहाँ गेट मेमेरीहरू छन् भन्ने पनि भन्नुहुन्छ र तपाईँले ठूलो हुँदा यसलाई कहिल्यै बिर्सनु हुदैन ।"
