essay_id,essay_set,essay,score,p6_mbart50_m2m
14834,6,"There were many obstacles that the builders faced in attempting to have dirigibles dock at the Empire State Building. Safety was an issue with the dirigibles because of the highly flammable gas hydrogen. So, if the dirigibles explode over New York many people could be killed in the very populated. Another problem is keeping the derigible @CAPS1 so people can get off while the wind moves the back end of itself. The only way was to tie lead weights down in the back of the dirigible, but it would be dangerous over people down below. So, these obstacles workers faced, never got past them and so they made the world's highest soda fountain and tea garden for tourists in the observation area.",2,"इम्पर स्टेट भवनमा dirigibles डक गर्ने प्रयास गर्दा निर्माणकर्ताहरूले सामना गर्नु पर्ने धेरै अवरोधहरू थिए । उच्च प्रज्वलनशील ग्यास हाइड्रोजनको कारणले dirigibles सँग सुरक्षा समस्या थियो । यदि न्युयोर्कमा डुङ्गाहरू विस्फोटित भएमा धेरै मानिसहरू मरूभूमिमा मारिनेछन्। अर्को समस्या तान्ने योग्य @CAPS1 राख्नु हो ताकि मानिसहरूले बतासले आफ्नो पछाडिको भाग सार्दा छोड्न सक्छन् । एकमात्र तरिका सीधा वजनलाई dirigibleको पछाडि बाँध्नु थियो, तर यो तलका मानिसहरू माथि खतरा हुने थियो । त्यसैले यी अवरोधहरू कामदारहरूले सामना गरेका थिए, तिनीहरूलाई कहिल्यै पारेका थिएनन् र यसकारण तिनीहरूले विश्वको सबैभन्दा उच्च सोडा बगैंचा र पर्यटकहरूको लागि अवलोकन क्षेत्रमा चिया बगैंचा बनाए ।"
14835,6,"Him from the start, there would have been many problems with allowing dirigibles to dock some @NUM1 feet in the air. The major problem here would be that the Empire State building was being constructed in New York City, a highly populated area. Below the mooring mast would be several other buildings were other people worked and lived. If something happened while he dirigible was attempting to dock, it could take out the building and the lives of the people in it. Not only that, but below were the city streets, where pedestrians walked. In paragraphs @NUM2, the passage also talks about the stress of a heavy, steel framed airship mooring at the top of the building. The frame would need to be very dense and, as the architects of the project discovered expensive. Other safety issues include the high winds that would drift the dirigibles off course, and the safety of dirigibles themselves. The passage mentions the Hindenburg incident, as well as the worry the owners of the building had about that happening over such a densely populated area.",3,"उहाँलाई सुरुदेखि नै, केही @NUM1 फीट आकाशमा डक गर्न dirigibles अनुमति दिनसँग धेरै समस्या हुने थियो । यहाँको मुख्य समस्या यो थियो कि Empire State भवन उच्च जनसंख्या भएको न्युयोर्क शहरमा निर्माण भइरहेको थियो । मास्टको तल अन्य धेरै भवनहरू हुने थियो जहाँ अन्य मानिसहरूले काम गर्थे र बस्थे। यदि उहाँको डुङ्गामा डक गर्ने प्रयास गर्दा केही भयो भने, यसले भवन र यसमा बस्ने मानिसहरूको जीवन नष्ट गर्न सक्छ । त्यो मात्र होइन, तर तल शहरका गल्लीहरू थिए, जहाँ पाङ्ग्राहरू हिंड्थे। @NUM2 को अनुच्छेदमा, यो अंशले भवनको माथिल्लो भागमा भारी, स्टिल फ्रेम गरिएको वायुयानको माउरिङको तनावबारे पनि कुरा गर्छ । फ्रेमलाई धेरै गाढा हुनुपर्दछ र, परियोजनाका निर्माताहरूले पत्ता लगाए जस्तै महङ्गो हुनुपर्दछ । अन्य सुरक्षा मुद्दाहरूमध्ये डाइरिभेलहरू मार्गबाट फ्याँकिने उच्च बतास र डाइरिभेलहरू स्वयंको सुरक्षा समाविष्ट हुन्छन् । खण्डमा हिन्डेनबर्ग घटनाको उल्लेख गरिएको छ, साथै भवनका मालिकहरूले यस्तो घनेरिएको क्षेत्रमा भएको घटनाको बारेमा चिन्ता गरेका थिए ।"
14836,6,"The builders of the Empire State Building faced many obstacles while attempting to allow dirigibles to dock there. one obstacle was that the dirigible would have to be held by a single cable tether. This would add stress to the building's frame in order to make the frame or sturdy, there was modifications to the building's framework which cost over sixty thousand dollars. Another obstacle the builders faced was the dirigible's use of hydrogen which is highly flammable. Since New York was a densely populated area, this would not work out well. The dirigibles would also have to be weighted down in the back with lead weights. In order to do so, the lead weights would end up dangling high above pedestrians on the street which was a safety issue one last obstacle the builders faced was the law against airships flying too low over urban areas. This law made it illegal for a ship to ever tie up to the building or approach the area.",4,"इम्पर स्टेट भवनका निर्माणकर्ताहरूले जहाजलाई त्यहाँ डक गर्न अनुमति दिन प्रयास गर्दा धेरै अवरोधहरू सामना गरे । एउटा अवरोध यो थियो कि डुङ्गालाई एकल तार तारले समात्नु पर्थ्यो । यसले भवनको फ्रेमलाई कठोर बनाउँदथ्यो वा मजबूत बनाउँदथ्यो, भवनको फ्रेममा 60,000 डलरभन्दा बढी खर्च भएको परिमार्जनहरू भएको थियो । निर्माणकर्ताहरूले सामना गरेको अर्को अवरोध हाइड्रोजनको प्रयोग थियो जुन उच्च रूपमा जलनयोग्य थियो । न्युयोर्क घनदारो जनसंख्या भएको क्षेत्रमा भएकोले, यसले राम्रो काम गर्दैन । डुङ्गाहरू पनि lead वजनहरूसँग पछाडिमा भारित गरिनु पर्थ्यो । यस्तो गर्नका लागि, lead weights गल्लीमा pedestrians माथि उच्च झुण्डिन्छन् जुन सुरक्षाको समस्या थियो एक अन्तिम अवरोध निर्माणकर्ताहरूले सामना गरेको थियो शहरी क्षेत्रमा अति तल उड्ने वायुयानहरूको विरूद्ध कानुन । यस कानुनले जहाजलाई भवनमा बाँध्न वा त्यस क्षेत्रमा पुग्न गैरकानूनी बनायो ।"
14837,6,"In the passage The Mooring Mast by Marcia Amidon @CAPS1. The builders of the Empire State Building faced opstacles in the building of the Empire State Building, in allowing dirigibles to dock there.One reason is that Al Smith (four-term governor of New York who headed efforts to construct the Empire State Building after his years in office) had made the tower tall... The hight of the building was 1,250 ft. But after almost losing the title of worlds tallest tower he announced that there would be a top or hat put on the tower.Another reason is the tower was made for Dirigibles (blimps) That Could @CAPS2 people from New York to New Jersey. Smith wanted a place where dirigibles could dock off. But it never happened because the German dirigible ""Hindenburg"" was destroyed by fire in Lakehurst, New Jersey, and on May 6, 1937 the owners of the State building realized how much worse that accident could have been if it was over New York.In the 1930's the idea was dropped after another dirigible was trying to proform a stunt. The Empire State Building never got to fofil what it was made for.",1,"मार्गमा मार्सिया अमीडन @CAPS1 द्वारा निर्माण गरिएको मोअरिङ मास्ट। इम्पर स्टेट भवनका निर्माणकर्ताहरूले इम्पर स्टेट भवनको भवनमा डक गर्नका लागि dirigiblesलाई अनुमति दिन कठिनाइहरू सामना गरे। एउटा कारण यो थियो कि अल् स्मीथ (उहाँको कार्यकाल पछि इम्पर स्टेट भवन निर्माण गर्ने प्रयासलाई नेतृत्व गर्ने न्युयोर्कका चार-अधिकारी राज्यपाल)ले टावरलाई उचाइदिएको थियो... भवनको उचाइ १,५० फीट थियो । तर विश्वको सबैभन्दा उच्च टावरको शीर्षक लगभग हराएपछि उनले टावरमा माथिल्लो वा ह्याट राख्ने घोषणा गरे। अर्को कारण टावर डिरिगिबल (ब्लिम्प्स)का लागि बनाइएको थियो जसले न्युयोर्क देखि न्यु जेर्सीसम्मका @CAPS2 मानिसहरूलाई सक्षम पार्न सक्दथ्यो। स्मिथले जहाजहरू डक गर्न सक्ने ठाउँ चाहन्थे । तर यो कहिल्यै भएको थिएन किनभने जर्मन dirigible ""Hindenburg"" लेकहर्स्ट, न्यू जर्सीमा आगोद्वारा नष्ट भयो, र मे ६, १९३७ मा राज्य भवनका मालिकहरूले त्यो दुर्घटना यदि यो न्युयोर्कमाथि भएको भए कति खराब हुन सक्दथ्यो भन्ने थाहा पाए । १९३० मा अर्को dirigible एउटा स्ट्यान्ट प्रस्तुत गर्न प्रयास गरिरहेको थियो पछि यो विचार छोडियो । एम्पर स्टेट भवनले यसको निर्माण कार्यलाई कहिल्यै पूरा गर्न सकेन ।"
14838,6,"The builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there. The first obstacle they faced was the existing law against airships flying too low in urban areas. This made it illegal for the dirigible to tie up on the building. Another obstacle faced in allowing dirigibles to dock was safety. Most dirigibles used hydrogen which was highly flammable. If a dirigible caught fire over the densely populated area of New York, there would be a good chance that many people would be hurt. A final obstacle faced was ""nature itself."" The winds on the top of the Empire State building were constantly shifting due to violent air currents. Even though a dirigible would be attached to the mooring mast, the back of it would move around the mooring mast in a dangerous way. Many obstacles were faced by the workers of the Empire State Building in order to allow a dirigible to dock there.",3,"इम्पर स्टेट भवनका निर्माणकर्ताहरूले जहाजलाई त्यहाँ डक गर्न अनुमति दिन प्रयास गर्दा धेरै अवरोधहरू सामना गरे । तिनीहरूले सामना गरेको पहिलो अवरोध शहरी क्षेत्रमा अति तल उड्ने वायुयानहरूको विरूद्ध अवस्थित कानुन थियो । यसले जहाजलाई भवनमा बाँध्न गैरकानूनी बनायो । जहाजलाई डक गर्न अनुमति दिने अर्को अवरोध सुरक्षा थियो । धेरै dirigibles हाइड्रोजन प्रयोग गर्दथ्यो जुन उच्च रूपमा जलाउन सकिने थियो । यदि एउटा डुङ्गाले न्युयोर्कको densely populated क्षेत्रमा आगो लग्यो भने, धेरै मानिसहरूलाई चोट पुर्याउने धेरै सम्भावना हुने थियो । अन्त्यमा सामना गरेको एउटा अवरोध""प्रकृति आफै"" थियो । इम्पर स्टेट भवनको माथिको हावा तीव्र वायु प्रवाहको कारण निरन्तर परिवर्तन भइरहेको थियो । यद्यपि एउटा dirigible मास्टमा संलग्न हुने थियो, यसको पछाडिको भाग खतरनाक तरिकाले मास्ट वरिपरि घुम्ने थियो । इम्पर स्टेट भवनका कामदारहरूले एउटा dirigible त्यहाँ डक गर्न अनुमति दिनका लागि धेरै अवरोधहरू सामना गरेका थिए ।"
14839,6,"soon after it's conception, The Empire State Building mooring mast was doomed to fail. Early obstacles were easily surmounted, for example the problem of added stress on the building's frame caused by the added weight of the moored airship. This was fixed by structural modifications to the building's frame, an expensive but fairly simple procedure. one of the biggest blows to the project was the advent of the Hindenburg disaster. The Hindenburg disaster was the cause of the forefront of a decline in airships. Airplanes became a safer, faster, more designer form of transportation. In addition to the Hindenburg disaster, it soon became clear that mooring and airship at @NUM1'or higher was not feasible. Surging winds would not allow the airship to maintain it's course and the ship would be blown erratically around the mast. The final nail in the coffin for the mooring mast was a law prohibiting airship travel over urban areas. These multiple factors easily disallowed any possibility of successful airship travel in the future.",4,"यसको परिकल्पना पछि, Empire State Building माउरिङ मास्ट असफल हुने निश्चय भयो । पहिलेका अवरोधहरू सजिलै हटाउन सकिने थिए, उदाहरणका लागि भवनको फ्रेममा माउर गरिएको वायुयानको अतिरिक्त वजनको कारण थप सङ्कुचनको समस्या । यो भवनको फ्रेममा संरचनात्मक परिमार्जनद्वारा निश्चित गरिएको थियो, महँगो तर सादा तरीका थियो । परियोजनालाई सबैभन्दा ठूलो प्रहार हिन्डेनबर्ग विपत्तिको आगमन थियो । हिन्डेनबर्ग विनाशले वायुयानमा गिरावटको अग्रणी कारण थियो । वायुयानहरू सुरक्षित, छिटो, बढी डिजाइनर प्रकारको यातायात बन्यो । हिन्डेनबर्ग विपत्तिको अतिरिक्त, तुरुन्तै यो स्पष्ट भयो कि @NUM1' वा उच्चमा माउरिङ र एयरशिप सम्भव थिएन । बढ्दो बतासले वायुयानलाई आफ्नो चाल कायम राख्न अनुमति दिने थिएन र जहाजलाई मास्ट वरिपरि अनियमित रूपमा उडाइने थियो । मास्टका लागि लाशको अन्तिम नली शहरी क्षेत्रमा हवाई जहाज यात्रा निषेध गर्ने कानुन थियो । यी बहुविध कारणहरूले भविष्यमा सफल वायुयान यात्रा गर्ने कुनै पनि सम्भावनालाई सजिलै अस्वीकार गरे ।"
14840,6,The builders of the Empire @CAPS1 Building were faced with obstacles while attempting to allow derigibles to dock there. The architects realized they could not put the mooring mast on top of the building without modifying and strengthening the steel frame of the building. The stress of the dirigible's load and the wind pressure would add too much weight to the framework which could cause it to collapse. They strengthened the framework from the bottom of the building to the top before putting the shiny glass and chrome-nickel stainless steel tower on the top of the building. The builders were faced with these obstacles but they were successful in completing their goal. The mooring mast is not used as a docking station but it is still looked at as the final peice that makes the Empire State Building stand out above all buildings in downtown New York City.,3,Empire @CAPS1 भवनका निर्माणकर्ताहरूले त्यहाँ पानी पिउने वस्तुहरू dock गर्न अनुमति दिन प्रयास गर्दा अवरोधहरूसँग सामना गरे । वास्तुकारहरूले भवनको स्टिल फ्रेमलाई परिमार्जन र बलियो बनाउन बिना तिनीहरूले भवनको माथि मास्ट राख्न सकेनन् भन्ने बुझे । डुङ्गाको बोझको सङ्कुचन र बतासको दबावले फ्रेमवर्कलाई धेरै वजन थप्ने थियो जसले यसलाई स्तम्भ हुन सक्छ । तिनीहरूले चम्किलो ग्लास र क्रोम-निकेल स्टेनلیس स्टिल टावर भवनको माथि राख्नुभन्दा पहिले भवनको तलदेखि माथिसम्म फ्रेमवर्कलाई बलियो बनाए । निर्माणकर्ताहरू यी अवरोधहरूसँग सामना गरे तर तिनीहरू आफ्नो लक्ष्य पूरा गर्न सफल भए । माउरिङ मास्ट डकिङ स्टेसनको रूपमा प्रयोग गरिने छैन तर यो अझै पनि इन्पियर स्टेट भवनलाई न्युयोर्क शहरको डाउनटाउनमा सबै भवनहरूभन्दा श्रेष्ठ बनाउँने अन्तिम पिसको रूपमा हेरिन्छ ।
14841,6,"In the excerpt ""The Mooring Mast"" by Marcia Amidon Lüsted, many complications occurred during the plans and construction of the attempted docking mast. One obstacle was that dirigibles were just too heavy and the metal frame of the building would have to be modified. After repairing the framework of the Empire State Building, two trial runs were displayed by the @ORGANIZATION3 dirigible ""Los Angeles"" and the Goodyear blimp ""Columbia"". The result of the expirament were that the wind current, physically, didn't allow the blimp to come close enough to the building to dock Also, ""an existing law against airships flying too low over urban cities"" was an obstacle they could not surpass. Within years of postponing their efforts, airplanes made way and dirigibles, as transportation, were long forgotten.",3,"मार्सिया अमीडन लुस्टेटको ""द मोअरिङ मास्ट"" खण्डमा, डकिङ मास्टको प्रयास गर्दा योजना र निर्माण गर्दा धेरै जटिलताहरू उत्पन्न भयो । एउटा अवरोध त्यो थियो कि जहाजहरू एकदमै भारी थिए र भवनको धातु फ्रेम परिमार्जन गर्नुपर्ने थियो । इम्पर स्टेट भवनको फ्रेमवर्क मर्मत गरेपछि @ORGANIZATION3 कोरिडाइबल ""लस एंजेलिस"" र Goodyear ब्लम्प ""कोलम्बिया""ले दुई परीक्षण रन प्रदर्शन गरे । समाप्तिको परिणाम यो थियो कि वायु प्रवाहले, भौतिक रूपमा, प्वाललाई डक गर्न पर्याप्त नजिक आउन अनुमति दिएन। साथै,""शहरी शहरहरू माथि धेरै तल उड्ने वायुयानहरूको विरूद्ध अवस्थित कानुन"" तिनीहरूले पार्न नसकिने एउटा अवरोध थियो। तिनीहरूको प्रयासलाई स्थगन गर्ने वर्षभित्र, वायुयानहरूले बाटो तयार पारे र यातायातको रूपमा dirigibles लामो समयदेखि बिर्सिए ।"
14842,6,The obstacles the builders face were great. They explained how most dirigibles from outside the @LOCATION1 use a different gas called hydrogen which is highly flammable. Following that they told @LOCATION1 how Hindenburg by fire in 1937 which used hydrogen. They realized if this had happen in a urban area it could have been worse. Anthore obstacle they faced was the wind. If the dirigible was parked at mooring mast the violent wind speeds would make the Blimp shift and cause strees on the building steel frame. The greatest obstacle was the law passed. The law stated that no airships could fly to low in urban areas. This would keep blimps from landing there.,3,निर्माणकर्ताहरूले सामना गर्नु पर्ने अवरोधहरू ठूला थिए । तिनीहरूले @LOCATION1 बाहिरबाट आएका धेरै डुङ्गाहरू हाइड्रोजन भनिने भिन्न ग्यास प्रयोग गर्ने बारेमा व्याख्या गरे जुन उच्च रूपमा जलाउन सकिने छ । त्यसपछि तिनीहरूले @LOCATION1लाई १९३७ मा हाइड्रोजन प्रयोग गर्ने हिन्डेनबर्ग आगोद्वारा कसरी बताए । तिनीहरूले महसूस गरे यदि यो शहरी क्षेत्रमा भएको भए यो अझ खराब हुन सक्ने थियो । हावाले तिनीहरूलाई भयभीत पार्यो। यदि dirigible माउरिङ मास्टमा रोकियो भने शक्तिशाली हावाको गतिले Blimp परिवर्तन गर्नेछ र भवनको स्टिल फ्रेममा स्ट्राइज उत्पन्न गर्नेछ । सबैभन्दा ठूलो अवरोध पारित गरिएको कानुन थियो । कानुनले शहरी क्षेत्रमा कुनै वायुयानले तलसम्म उड्न सक्दैन भन्ने उल्लेख गर्यो । यसले धब्बाहरू त्यहाँ छोड्नबाट रोक्छ ।
14843,6,"The builders of the Empire State Building a great idea. They wanted to be able to tethered dirigibles, or blimps, to the top of the building. However, there were many problems with this idea. First of all, blimps themselves were not very sturdy. Strong winds could easily blow dirigibles trying to dock into the spires of other buildings. Dirigibles also started to use hydrogen gas rather than Helium. Hydrogen gas is extremely flammable. The smallest the sparking could set the whole blimp ablaze. The docking system its self was also a problem. The only way to keep a dirigible level was to hang lead weights off the side. One concern was that a way could fall off and fall into the densely populated city below. This could've proved very disastrous!",3,"एमपियर स्टेट भवनका निर्माताहरू महान विचार हुन् । तिनीहरूले भवनको माथिल्लो भागमा डोरीले बाँधिएको dirigibles, वा blimps, बनाउन चाहन्थे । तथापि, यो विचारसँग धेरै समस्याहरू थिए । सर्वप्रथम, ब्लम्पहरू आफै धेरै मजबूत थिएनन् । शक्तिशाली हावाले सजिलै अन्य भवनको स्तम्भमा डक गर्ने प्रयास गर्ने dirigibles फुक्न सक्छ । डिरिजिबलले हेलियमको सट्टामा हाइड्रोजन ग्यास प्रयोग गर्न सुरु गरे । हाइड्रोजन ग्यास एकदमै जलनयोग्य छ । सानो ज्वालाले सम्पूर्ण बल्म्पलाई आगोमा पार्न सक्छ। डकिङ प्रणाली यसको आफै पनि समस्या थियो । dirigible स्तरलाई राख्नका लागि एकमात्र तरिका सीधा वजनहरू किनाराबाट झुण्डाउनु थियो । एक चिन्ता थियो कि एउटा बाटो तल खस्न सक्छ र densely populated शहरमा खस्न सक्छ। यो धेरै विनाशकारी साबित हुन सक्छ!"
