essay_id,essay_set,essay,score,p7_google_trans
17834,7,"Patience is when your waiting .I was patience when in line waiting for lunch .I didn’t c ut any one to eat .I was standing and waiting for my turn .Patience ,some people don’t have it .Lots of people just cut or yell at you because they don’t have  any patience. Sometimes people will push you out of their way .They only do that because they don’t have patience at all. Patience is what people need .People need patience because lots o f feelings get hurt .Everyone should have patience.",15,"धैर्यता भनेको तिम्रो पर्खाइको बेला हो .म लंचको लागि लाइनमा बस्दा धैर्यता थियो .मैले कसैलाई पनि खान पाइनँ .म उभिएर आफ्नो पालोको पर्खाइमा थिएँ .धैर्य, केही मानिसहरूसँग यो हुँदैन .धेरै मान्छे मात्र तिमीलाई काट्नुहोस् वा चिच्याउनुहोस् किनभने तिनीहरूसँग धैर्य छैन। कहिलेकाहीँ मानिसहरूले तपाईंलाई आफ्नो बाटोबाट बाहिर धकेल्छन् .तिनीहरू केवल यो गर्छन् किनभने तिनीहरूमा धैर्य छैन। धैर्यता मानिसलाई चाहिन्छ .मानिसहरूलाई धैर्य चाहिन्छ किनभने धेरै भावनाहरू आहत हुन्छन्।सबैले धैर्य गर्नुपर्छ।"
17836,7,"I am not a patience person, like I can’t sit in a sit for more than five minutes, but there was one time I was patience and i bet very alse was to that right riding a bike where out training wheels. When I was five learned how to ride a bike I just keeped falling of at one piont my bike  flip and I allmost broke my jaw but i didn’t. Finally after @NUM1 weeks of onstint falling I rode for @NUM2 minutes without falling and finally learn how to riken a bike.",13,"म धैर्य गर्ने व्यक्ति होइन, जस्तो कि म पाँच मिनेट भन्दा बढी सिटमा बस्न सक्दिन, तर त्यहाँ एक समय थियो जुन म धैर्य थिएँ र म शर्त लगाउँथें कि बाइक चलाउँदा तालिमको पाङ्ग्राहरू बाहिर थिए। पाँच वर्षको हुँदा साइकल चलाउने तरिका सिकेको थिएँ, म एक पल्टमा मेरो बाइक पल्टाइरहेँ र मेरो बङ्गारा भाँचियो तर मैले गरेन। अन्ततः @NUM1 हप्ताको ओन्स्टिन्ट खस्ने पछि म नखसेकन @NUM2 मिनेटको लागि सवारी गरें र अन्तमा बाइक कसरी रिकन गर्ने भनेर सिकें।"
17837,7,One day I was at basketball practice and I was running has  with my team when I was getting really really thirsty  do after we did are suicides (a running exercise)I asked coach if we could go get  some drinks  coach said “after are double drible down and back exercise” @CAPS1 I did the exercise and we all rushed to the drinking fountain and I was at the end of an @NUM1 girl  line .I waited and waited until finally there I was faced with that drinking fountain when one girl says “ can I have a drink thank you” and all I could do if be stunned..Thats were I heard a bright ladys lets go!” I was @CAPS1 mad but I quickly took a @NUM2 second drink of water and rushed over to coach and now I’m the fisst one alot and I take long drunks do my teammates call me a fish!,15,"एक दिन म बास्केटबल अभ्यासमा थिएँ र म मेरो टोलीसँग दौडिरहेको थिएँ जब मलाई साँच्चै तिर्खा लागेको थियो हामीले आत्महत्या गरेपछि गरौं (एक दौड अभ्यास) मैले कोचलाई सोधें कि हामी केही पेय पदार्थ लिन जान सक्छौं भने कोचले भने ""डबल ड्राइबल पछि तल र पछाडिको व्यायाम"" @CAPS1 मैले व्यायाम गरें र हामी सबै पिउने फोहोरामा पुग्यौं र म @NUM1 केटी लाइनको अन्त्यमा थिएँ। मैले पर्खें र पर्खें जबसम्म त्यहाँ मैले पिउने फोहोराको सामना गरें जब एउटी केटीले भनिन्। ""के म एक पिउन सक्छु धन्यवाद"" र स्तब्ध भएमा म गर्न सक्छु..त्यसो भए मैले एउटी उज्यालो महिलालाई जान दिन्छु! म @CAPS1 पागल थिएँ तर मैले तुरुन्तै @NUM2 सेकेन्डको पानी पिएँ र कोचमा पुगेँ र अहिले म सबैभन्दा पहिलो व्यक्ति हुँ र मेरो टोलीका साथीहरूले मलाई माछा भन्छन् र म लामो रक्सी खान्छु!"
17838,7,"I going to write about a time when I went to the @ORGANIZATION1 fair, we had fun, we saw a ride we wanted to get on, so we got in line. Suddenly, we noticed that we were at the end of the line. So my mother said.” @CAPS1 get on another ride then”. We already tried the other rides,” my father said. So we stayed at the end of the line until it was our turn, and said that was the last ride, soon there were people behind us complaining, their younger children was getting mad, and parents was hollering. We just stood there, and kept being patient. That didn’t desterb us. since we were raised to be patient, and wait our turn at things. I feel being patient is very important, because if you act up in line, you might make people think they’re holding you up, but it’s the line moving slow. Advice: when you are waiting at the end of the line, don’t shout, scream, holler, or yell at anyone, it only creates trouble. Just don’t think about all of the people ahead of you, talk to someone, just take your mind off of it for a while, then you’ll notice, the line is moving quicker than you expected. P.S. We enjoyed the ride.",17,"म @ORGANIZATION1 फेयरमा गएको समयको बारेमा लेख्न जाँदैछु, हामीले रमाइलो गर्यौं, हामीले चढ्न चाहेको सवारी देख्यौं, त्यसैले हामी लाइनमा बस्यौं। अचानक, हामीले देख्यौं कि हामी लाइनको अन्त्यमा छौं। त्यसैले आमाले भन्नुभयो ।” @CAPS1 त्यसपछि अर्को सवारीमा जानुहोस्।"" हामीले पहिले नै अन्य सवारीहरू प्रयास गरिसकेका छौं,"" मेरो बुबाले भन्नुभयो। त्यसोभए हामी हाम्रो पालो नआएसम्म लाइनको अन्त्यमा बस्यौं, र त्यो अन्तिम सवारी हो भन्यौं, चाँडै हाम्रो पछाडि मानिसहरू गुनासो गर्दै थिए, तिनीहरूका साना बच्चाहरू पागल हुँदै थिए, र आमाबाबुले चिच्याइरहेका थिए। हामी त्यहाँ उभियौं, र धैर्य गरिरह्यौं। यसले हामीलाई विचलित गरेको छैन। किनकि हामी धैर्य गर्न को लागी हुर्केका थियौं, र चीजहरूमा हाम्रो पालो पर्खनुहोस्। मलाई धैर्य हुनु धेरै महत्त्वपूर्ण छ जस्तो लाग्छ, किनकि यदि तपाईंले लाइनमा काम गर्नुभयो भने, तपाईंले मानिसहरूलाई उनीहरूले तपाईंलाई समातिरहेका छन् भन्ने सोच्न लगाउन सक्नुहुन्छ, तर यो लाइन ढिलो चलिरहेको छ। सल्लाह: जब तपाईं लाइनको अन्त्यमा पर्खिरहनु भएको छ, चिच्याउनुहोस्, चिच्याउनुहोस्, चिच्याउनुहोस्, वा कसैलाई चिच्याउनुहोस्, यसले मात्र समस्या सिर्जना गर्दछ। आफूभन्दा अगाडिका सबै मानिसको बारेमा न सोच्नुहोस्, कसैसँग कुरा गर्नुहोस्, लिनुहोस्तपाईंको दिमाग केही समयको लागि बन्द गर्नुहोस्, त्यसपछि तपाईंले याद गर्नुहुनेछ, रेखा तपाईंले अपेक्षा गरेभन्दा छिटो सर्दैछ। P.S. हामीले सवारीको आनन्द उठायौं।"
17839,7,"It can be very hard for somebody to be patient. If you are patient, then you are understanding and tolerant. You have to be patient sometimes. When you go to the dentist or doctor’s office, you need to be very patient. There was a girl who had to go to the dentist. She hated the dentist. It was always so boring. First, you‘d sit there while your parents did a whole bunch of paperwork. You have to just sit there for like @NUM1 minutes before you even go in. Then, when you finally go in, they start working on your teeth for like ten minutes, then you’d sit there for another fifteen minutes. Finally, When you are done getting your teeth cleaned you’d sit there for another ten minutes while your parents talk to the dentist. So, you need to be patient sometimes, even when you are just dying of boredome.",13,"कसैलाई धैर्य गर्न धेरै गाह्रो हुन सक्छ। यदि तपाईं धैर्य हुनुहुन्छ भने, तपाईं समझदार र सहनशील हुनुहुन्छ। कहिलेकाहीँ धैर्य गर्नुपर्छ। जब तपाइँ दन्तचिकित्सक वा डाक्टरको कार्यालयमा जानुहुन्छ, तपाइँ धेरै धैर्य हुनु आवश्यक छ। डेन्टिस्टकहाँ जानुपर्ने एउटी केटी थिइन् । उनले दन्त चिकित्सकलाई घृणा गरे। यो सधैं धेरै बोरिंग थियो। पहिले, तपाईं त्यहाँ बस्नुहुनेछ जब तपाईंका आमाबाबुले कागजी कार्यको सम्पूर्ण गुच्छा गरे। तपाईले भित्र जानु भन्दा पहिले @NUM1 मिनेटको लागि मात्र त्यहाँ बस्नु पर्छ। त्यसपछि, जब तपाई अन्ततः भित्र जानुहुन्छ, तिनीहरूले तपाईको दाँतमा दस मिनेटको लागि काम गर्न थाल्छन्, त्यसपछि तपाई त्यहाँ अर्को पन्ध्र मिनेट बस्नुहुनेछ। अन्तमा, जब तपाइँ तपाइँको दाँत सफा गरिसकेपछि तपाइँको आमाबाबुले दन्त चिकित्सकसँग कुरा गर्दा तपाइँ अर्को दस मिनेटको लागि त्यहाँ बस्नुहुनेछ। त्यसोभए, तपाईले कहिलेकाहीं धैर्य गर्नु आवश्यक छ, तपाई भर्खरै बोरियतले मर्दै हुनुहुन्छ।"
17840,7,"There was a girl name @PERSON1. She loved spending time with her mom. Every weekend they would either @CAPS3 the movies, amusement or water park, or just stay home. This time was different though. @PERSON1 was even a little scared about @CAPS1 was about @CAPS3 happen. Today was a @DATE1 and @PERSON1 and her mom was watching videos of her mom when she was young. After the video, @PERSON1 and her mom looked at each other and laughed. Once they settled down, @PERSON1’s mom looked sad. “@CAPS1’s wrong mom?” @PERSON1 asked. “I have @CAPS3 go. I have @CAPS3 go somewhere for work and can’t take you with me,” mom replied. “@CAPS2 not?” asked @PERSON1. “I don’t know, but I need you @CAPS3 wait here with your father. I’ll be back soon,” the mom said calmly. With that @PERSON1’s mom left and drove away. @PERSON1 stood there confused and wishing her mom didn’t have @CAPS3 go. Then she went @CAPS3 the phone and called her dad. An hour later, @PERSON1’s dad came @CAPS3 her house. He calmed @PERSON1 down, who had been crying because she missed her mom. @PERSON1 went @CAPS3 her room and began  @CAPS3 wait patiently for her mom. Weeks past and @PERSON1’s mom still hasn’t returned. Every night now @PERSON1 cried hoping her mom would come. During the day she would wait watching for her mom. @PERSON1 wanted her mom more than ever now. Though see never complained @CAPS3 her father and understands that her mom left for an important reason, but still she missed her mom. Two years have passed since @PERSON1’s mom had left. @PERSON1 didn’t cry as much but still waited. Waited for her mother @CAPS3 come back. One day @PERSON1 heard a knock on the door, she answered it and there stood her mother. They stood on the porch for a moment, then hugged each other. They both cried and her mom whispered “I’m sorry.” @CAPS3 @PERSON1. Now @PERSON1 and her were unseperatable. They never left each other’s side again.",23,"@PERSON1 नाम केटी थियो। उनलाई आमासँग समय बिताउन मन लाग्थ्यो। प्रत्येक सप्ताहन्तमा उनीहरू या त @CAPS3 चलचित्रहरू, मनोरञ्जन वा वाटर पार्क, वा घरमै बस्छन्। यद्यपि यो समय फरक थियो। @PERSON1 अलिकति डराएको थियो @CAPS1 को बारे मा @CAPS3 भएको थियो। आज @DATE1 र @PERSON1 थियो र उनको आमाले उनको आमाको भिडियो हेर्दै हुनुहुन्थ्यो जब उनी जवान छिन्। भिडियो पछि, @PERSON1 र उनको आमाले एकअर्कालाई हेरे र हाँसे। एक पटक तिनीहरू बसोबास गरेपछि, @PERSON1 को आमा उदास देखिन्। ""@CAPS1 को गलत आमा?"" @PERSON1 ले सोध्नुभयो। ""मसँग @CAPS3 जाने छ। म @CAPS3 कामको लागि कतै जान्छु र तपाईंलाई मसँग लैजान सक्दिन,"" आमाले जवाफ दिनुभयो। ""@CAPS2 होइन?"" @PERSON1 लाई सोध्यो। ""मलाई थाहा छैन, तर मलाई तपाई @CAPS3 चाहिन्छ तपाईको बुबासँग यहाँ पर्खनुहोस्। म छिट्टै फर्किन्छु,” आमाले शान्त स्वरमा भन्नुभयो । त्यो संगै @PERSON1 को आमाले छोड्नुभयो र टाढा जानुभयो। @PERSON1 त्यहाँ अलमलमा उभिरहेकी थिइन् र उनकी आमाले @CAPS3 नजाओस् भन्ने कामना गरिन्। त्यसपछि उनी @CAPS3 फोन गइन् र आफ्नो बुबालाई फोन गरिन्। एक घण्टा पछि, @PERSON1 को बुबा @CAPS3 उनको घर आउनुभयो। उहाँले @PERSON1 लाई शान्त गर्नुभयोतल, जो रोइरहेको थियो किनभने उसले आफ्नो आमालाई सम्झेको थियो। @PERSON1 @CAPS3 उनको कोठामा गयो र @CAPS3 लाई आफ्नी आमाको लागि धैर्यपूर्वक पर्खन थाल्यो। हप्ता बितिसक्यो र @PERSON1की आमा अझै फर्किनुभएको छैन। अब हरेक रात @PERSON1 उनको आमा आउने आशामा रोइन्। दिउँसो उनी आमाको पर्खाइमा बसिन् । @PERSON1 ले उनको आमालाई पहिले भन्दा बढी चाहन्थे। यद्यपि सीले कहिल्यै गुनासो गरेन @CAPS3 उनको बुबा र उनको आमाले महत्त्वपूर्ण कारणको लागि छोडेको कुरा बुझे, तर अझै पनि उनले आमालाई सम्झिन्। @PERSON1की आमाले छोडेको दुई वर्ष बितिसक्यो। @PERSON1 धेरै रोएन तर अझै पर्खनुभयो। उनको आमा @CAPS3 फिर्ता आउनको लागि पर्खनुभयो। एक दिन @PERSON1 ले ढोका ढकढक गरेको सुने, उनले जवाफ दिइन् र त्यहाँ उनकी आमा उभिइन्। उनीहरू केही बेर पोर्चमा उभिए, त्यसपछि एकअर्कालाई अँगालो हाले। तिनीहरू दुवै रोए र उनकी आमाले ""मलाई माफ गर्नुहोस्।"" @CAPS3 @PERSON1। अब @PERSON1 र उनी अविभाज्य थिए। तिनीहरूले फेरि एकअर्काको पक्ष छोडेनन्।"
17841,7,Un Patience @CAPS1.   My name is @CAPS2 and I have a very hipper non patience horse named @CAPS1. @CAPS1 is a chestnut quarter horse with a white star on his forehead who is very un patient. He is always hipper and ready to go. For example when we are getting ready to go on a horse ride in our back trains he dose not stand still when I am tacking him up at the post. And when we are on the ride he always is so far up ahead that I have to stop him to wait for the group. And that’s when he gets unpatient. No matter what he will not stand still and wait for the group so I have to spin him around and walk back to the group. Meany times I have tried training him to be patient but I have always failed. I guess he just always has to be doing something. But I will always love him no matter how un patience he is.,16,एक धैर्य @CAPS1। मेरो नाम @CAPS2 हो र मसँग @CAPS1 नामको धेरै हिपर गैर धैर्य घोडा छ। @CAPS1 एउटा चेस्टनट क्वार्टर घोडा हो जसको निधारमा सेतो तारा छ जो धेरै बिरामी छ। उहाँ सधैं हिपर हुनुहुन्छ र जानको लागि तयार हुनुहुन्छ। उदाहरणका लागि जब हामी हाम्रो पछाडिको रेलमा घोडा सवारीमा जानको लागि तयार हुँदैछौं जब मैले उसलाई पोष्टमा ट्याक गर्दै गर्दा ऊ स्थिर रहँदैन। र जब हामी सवारीमा हुन्छौं ऊ सधैं यति धेरै अगाडि हुन्छ कि मैले उसलाई समूहको लागि पर्खन रोक्नु पर्छ। र त्यो बेला ऊ बिरामी हुन्छ। जे भए पनि उसले चुपचाप उभिनेछैन र समूहको लागि पर्खने छैन त्यसैले मैले उसलाई वरिपरि घुमाउनु पर्छ र समूहमा फर्कनु पर्छ। धेरै पटक मैले उसलाई धैर्य गर्न तालिम दिने प्रयास गरेको छु तर म सधैं असफल भएँ। मलाई लाग्छ कि उसले सधैं केहि गरिरहनु पर्छ। तर म उसलाई सधैं माया गरिरहनेछु ऊ जतिसुकै अधीर भए पनि।
17842,7,"A time when I was patient was when I preordered a videogame called @CAPS1 @CAPS2 I preordered it a month before it came out and I couldn’t wait for it to come out. I mostly wanted it because @ORGANIZATION1 is the company that makes it and this is the last game @ORGANIZATION1 was making because some other company bought the @CAPS1 series from @ORGANIZATION1. When the game finally came out on @DATE1 fourteenth two thousand ten, I bought with my friends and the game is amazing. I would give it four of five stars. I’m not absessed with it through. I play it only about two hours a day which is all my parensts let me play any way. Hala @CAPS2 is my very favorite game.",18,"एक समय जब म धैर्य थिएँ जब मैले @CAPS1 @CAPS2 नामक भिडियोगेम प्रि-अर्डर गरेको थिएँ मैले यो बाहिर आउनु भन्दा एक महिना अघि प्रि-अर्डर गरें र म यो बाहिर आउनको लागि पर्खन सक्दिन। म प्रायः यो चाहन्थे किनभने @ORGANIZATION1 कम्पनी हो जसले यसलाई बनाउँछ र यो अन्तिम खेल हो जुन @ORGANIZATION1 ले बनाइरहेको थियो किनभने केही अन्य कम्पनीले @ORGANIZATION1 बाट @CAPS1 श्रृंखला किनेको थियो। जब खेल अन्ततः @DATE1 चौधौं दुई हजार दस मा बाहिर आयो, मैले मेरा साथीहरूसँग किनें र खेल अद्भुत छ। म यसलाई पाँच मध्ये चार तारा दिनेछु। म यसको माध्यमबाट अव्यवस्थित छैन। म यसलाई दिनको दुई घण्टा मात्र खेल्छु जुन मेरा सबै अभिभावकले मलाई कुनै पनि तरिकाले खेल्न दिनुहुन्छ। Hala @CAPS2 मेरो धेरै मनपर्ने खेल हो।"
17843,7,"One time I was patience it was when I wanted a phone I didn’t get a phone I knew I was gonna get one someday .The day finally came to get my phone @DATE1 it was my @NUM1 birthday .I was opening presents and I didn’t know what I was getting but the last and find big present was a cell phone .So I called my friend on it and  she said whose phone are you calling from I said my .I couldn’t believe I could be so patience for such a long time .I was so happy that I could be so patience for  so long. I did not know someone could  be so patience for so long .Once I got my phone I wasn’t patience for waiting for a texted message to come back to me .After all I got patience and just waited until I got the text message back . I wish I could be patience everyday but can’t do that .I’m happy that I have a phone so I can call my mom after all my activitys and  then I know she is on her way and I will be patience with her: could I ever be more  patience . Some days I never patience with anything .one day I will teach someone to be patience to me and I will be happy to do that .But some day and every day after that I will be to patience for everybody .I wish everybody will be patience some day, Patience means you will just wait for that day or moment of live .This a time when I was patience and when I want other people to be patience .I hope someday everybody in the world will be patience with everybody. Will you please help other people to be patient and then they could teach someone new every day .I will be patience or trie to be patience and wait for another thing to happen in life .I hope you are patience at times too. Thanks for reading the time I was patience and times when I want to be patience .Hope you enjoyed his story.",12,"एक पटक म धैर्य थिएँ जब मलाई फोन चाहिएको थियो मैले फोन पाइनँ मलाई थाहा थियो कि म एक दिन एक पाउँछु। अन्ततः मेरो फोन प्राप्त गर्ने दिन आयो @DATE1 यो मेरो @NUM1 जन्मदिन थियो। म उपहारहरू खोल्दै थिएँ र मलाई थाहा थिएन म के पाउँछु तर अन्तिम र भेटिएको ठूलो उपहार एक सेल फोन थियो .त्यसैले मैले मेरो साथीलाई फोन गरें र उनले भनिन् कि तपाई कसको फोनबाट कल गर्दै हुनुहुन्छ मैले भनेको थिएँ .मलाई विश्वास थिएन कि म यस्तो हुन सक्छु। यति लामो समयको लागि धैर्य .म धेरै खुशी थिए कि म यति लामो समय सम्म धैर्य गर्न सक्छु। मलाई थाहा थिएन कोही यति धेरै धैर्यता हुन सक्छ .एक पटक मेरो फोन प्राप्त गरेपछि मलाई एक टेक्स्ट म्यासेजको लागि पर्खने धैर्य भएन .अनि मैले धैर्यता पाए र मैले टेक्स्ट म्यासेज फिर्ता नआउन्जेल मात्र पर्खें। । म हरेक दिन धैर्य गर्न सक्छु तर त्यो गर्न सक्दिन .मसँग फोन छ त्यसैले म मेरो सबै गतिविधि पछि मेरी आमालाई कल गर्न सक्छु र त्यसपछि मलाई थाहा छ उहाँ बाटोमा हुनुहुन्छ र म उहाँसँग धैर्य गर्नेछु: के म अझै धैर्य गर्न सक्छु। केहि दिन म केहि संग धैर्य छैनएक दिन म कसैलाई धैर्य गर्न सिकाउनेछु र म त्यसो गर्न पाउँदा खुसी हुनेछु .तर कुनै दिन र हरेक दिन पछि म सबैको लागि धैर्यवान हुनेछु .म चाहन्छु कुनै दिन सबैले धैर्य बनोस्, धैर्यताको मतलब तिमीले मात्र त्यो दिन वा जीवनको क्षणको लागि पर्खनुहोस् .यो एक समय हो जब म धैर्य थिएँ र जब म अरू मानिसहरूलाई धैर्य बन्न चाहन्छु। म आशा गर्छु कि कुनै दिन संसारका सबैजना सबैसँग धैर्य हुनेछन्। के तपाई अरुलाई धैर्य गर्न मद्दत गर्नुहुन्छ र त्यसपछि तिनीहरूले हरेक दिन कसैलाई नयाँ सिकाउन सक्थे .म धैर्य हुनेछु वा धैर्य गर्ने प्रयास गर्नेछु र जीवनमा अर्को घटनाको लागि पर्खन्छु। मलाई आशा छ कि तपाईं पनि कहिलेकाहीं धैर्य हुनुहुन्छ। मैले धैर्यता र समयहरू पढेकोमा धन्यवाद जब म धैर्य गर्न चाहन्छु .आशा छ तपाईंले उहाँको कथाको आनन्द लिनुभयो।"
17844,7,"I think patience is a time when you have to be calm. It is also a time of wateing. For some people being patient is extremely hard. But for me it’s easy. At times I can be inpatient, but everyone can be. Being patient is kinda new racking, but I manage. A lot of times I get mad if I have to be too patient. I think @PERCENT1 of people in the world don’t like to be patient. with patience comes a reward is you are really patient!",10,"मलाई लाग्छ धैर्य भनेको एक समय हो जब तपाईं शान्त हुनुपर्दछ। यो पानीको समय पनि हो। केही मानिसहरूको लागि धैर्यता धेरै गाह्रो छ। तर मेरो लागि यो सजिलो छ। कहिलेकाहीँ म बिरामी हुन सक्छु, तर सबै हुन सक्छ। धैर्य हुनु एक प्रकारको नयाँ र्याकिंग हो, तर म व्यवस्थापन गर्छु। धेरै चोटि म बौलाहा हुन्छु यदि म धेरै धैर्य गर्न चाहन्छु। मलाई लाग्छ @PERCENT1 संसारका मानिसहरू धैर्य गर्न मन पराउँदैनन्। धैर्य संग एक इनाम आउँछ के तपाईं साँच्चै धैर्य हुनुहुन्छ!"
