essay_id,essay_set,essay,score,p6_google_trans
14834,6,"There were many obstacles that the builders faced in attempting to have dirigibles dock at the Empire State Building. Safety was an issue with the dirigibles because of the highly flammable gas hydrogen. So, if the dirigibles explode over New York many people could be killed in the very populated. Another problem is keeping the derigible @CAPS1 so people can get off while the wind moves the back end of itself. The only way was to tie lead weights down in the back of the dirigible, but it would be dangerous over people down below. So, these obstacles workers faced, never got past them and so they made the world's highest soda fountain and tea garden for tourists in the observation area.",2,"त्यहाँ धेरै अवरोधहरू थिए जुन निर्माणकर्ताहरूले एम्पायर स्टेट बिल्डिंगमा डिरिजिबल डक गर्ने प्रयासमा सामना गरे। अत्यधिक ज्वलनशील ग्यास हाइड्रोजनका कारण डिरिजिबलहरूमा सुरक्षाको समस्या थियो। त्यसोभए, यदि डिरिजिबलहरू न्यूयोर्कमा विस्फोट भयो भने धेरै मानिसहरू धेरै जनसंख्यामा मारिन सक्छन्। अर्को समस्या डेरिजिबल @CAPS1 राख्नु हो जसले गर्दा हावा आफैं पछाडिको छेउमा सर्दा मानिसहरू बाहिर जान सक्छन्। एउटै तरिका भनेको सिसाको तौललाई डाइरिजिबलको पछाडि बाँध्नु थियो, तर यो तलका मानिसहरूको लागि खतरनाक हुनेछ। त्यसोभए, यी अवरोधहरू कामदारहरूले सामना गरे, तिनीहरू कहिल्यै पार गर्न सकेनन् र तिनीहरूले अवलोकन क्षेत्रमा पर्यटकहरूका लागि संसारको सबैभन्दा अग्लो सोडा झरना र चिया बगैचा बनाए।"
14835,6,"Him from the start, there would have been many problems with allowing dirigibles to dock some @NUM1 feet in the air. The major problem here would be that the Empire State building was being constructed in New York City, a highly populated area. Below the mooring mast would be several other buildings were other people worked and lived. If something happened while he dirigible was attempting to dock, it could take out the building and the lives of the people in it. Not only that, but below were the city streets, where pedestrians walked. In paragraphs @NUM2, the passage also talks about the stress of a heavy, steel framed airship mooring at the top of the building. The frame would need to be very dense and, as the architects of the project discovered expensive. Other safety issues include the high winds that would drift the dirigibles off course, and the safety of dirigibles themselves. The passage mentions the Hindenburg incident, as well as the worry the owners of the building had about that happening over such a densely populated area.",3,"उहाँलाई सुरुदेखि नै, डिरिजिबलहरूलाई हावामा @NUM1 फिट डक गर्न अनुमति दिन धेरै समस्याहरू हुने थियो। यहाँको प्रमुख समस्या न्यूयोर्क सहरमा एम्पायर स्टेट भवन निर्माण भइरहेको थियो, जुन उच्च जनसंख्या भएको क्षेत्र हो। मुरिङ मास्ट मुनि अन्य धेरै भवनहरू हुनेछन् जहाँ अन्य मानिसहरू काम गर्थे र बसोबास गर्थे। यदि उसले डिरिजिबल डक गर्ने प्रयास गर्दा केहि भयो भने, यसले भवन र यसमा भएका मानिसहरूको ज्यान लिन सक्छ। त्यति मात्र होइन, तल सहरका सडकहरू थिए, जहाँ पैदल यात्रुहरू हिँड्थे। अनुच्छेद @NUM2 मा, खण्डले भवनको शीर्षमा भारी, स्टील फ्रेम गरिएको एयरशिप मुरिङको तनावको बारेमा पनि कुरा गर्छ। फ्रेम धेरै घना हुनुपर्छ र, परियोजना को आर्किटेक्ट महँगो पत्ता लगाएको रूपमा। अन्य सुरक्षा समस्याहरूमा उच्च हावाहरू समावेश छन् जसले डिरिजिबलहरूलाई पाठ्यक्रमबाट बाहिर लैजान्छ, र आफैंमा डिरिजिबलहरूको सुरक्षा। खण्डमा हिन्डनबर्ग घटनाको उल्लेख गरिएको छ, साथै भवनका मालिकहरूले चिन्ता व्यक्त गरेका छन्यस्तो घनी जनसंख्या भएको क्षेत्रमा भइरहेको छ।"
14836,6,"The builders of the Empire State Building faced many obstacles while attempting to allow dirigibles to dock there. one obstacle was that the dirigible would have to be held by a single cable tether. This would add stress to the building's frame in order to make the frame or sturdy, there was modifications to the building's framework which cost over sixty thousand dollars. Another obstacle the builders faced was the dirigible's use of hydrogen which is highly flammable. Since New York was a densely populated area, this would not work out well. The dirigibles would also have to be weighted down in the back with lead weights. In order to do so, the lead weights would end up dangling high above pedestrians on the street which was a safety issue one last obstacle the builders faced was the law against airships flying too low over urban areas. This law made it illegal for a ship to ever tie up to the building or approach the area.",4,"एम्पायर स्टेट बिल्डिंगका निर्माणकर्ताहरूले त्यहाँ डिरिजिबलहरू डक गर्न अनुमति दिन प्रयास गर्दा धेरै अवरोधहरूको सामना गर्नुपरेको थियो। एउटा बाधा थियो कि डिरिजिबललाई एउटै केबल टिथरले समात्नु पर्ने थियो। यसले फ्रेम वा बलियो बनाउन भवनको फ्रेममा तनाव थप्नेछ, त्यहाँ भवनको फ्रेमवर्कमा परिमार्जन गरिएको छ जसको लागत ६० हजार डलरभन्दा बढी छ। निर्माणकर्ताहरूले सामना गर्नुपरेको अर्को अवरोध हाइड्रोजनको डिरिजिबल प्रयोग थियो जुन अत्यधिक ज्वलनशील छ। न्यूयोर्क एक घनी जनसंख्या भएको क्षेत्र भएकोले, यो राम्रो काम गर्दैन। डिरिजिबलहरूलाई पनि सिसाको तौलको साथ पछाडिको भागमा भारित गर्नुपर्नेछ। त्यसो गर्नको लागि, सीसाको तौलहरू सडकमा पैदल यात्रुहरूमाथि अग्लो झुन्ड्याउँदै अन्त्य हुनेछ जुन सुरक्षाको समस्या थियो जुन निर्माणकर्ताहरूले सामना गर्ने अन्तिम अवरोध शहरी क्षेत्रहरूमा धेरै तल उडान गर्ने एयरशिपहरू विरुद्धको कानून थियो। यो कानूनले जहाजलाई कहिल्यै भवनमा बाँध्न वा क्षेत्र नजिक पुग्न अवैध बनायो।"
14837,6,"In the passage The Mooring Mast by Marcia Amidon @CAPS1. The builders of the Empire State Building faced opstacles in the building of the Empire State Building, in allowing dirigibles to dock there.One reason is that Al Smith (four-term governor of New York who headed efforts to construct the Empire State Building after his years in office) had made the tower tall... The hight of the building was 1,250 ft. But after almost losing the title of worlds tallest tower he announced that there would be a top or hat put on the tower.Another reason is the tower was made for Dirigibles (blimps) That Could @CAPS2 people from New York to New Jersey. Smith wanted a place where dirigibles could dock off. But it never happened because the German dirigible ""Hindenburg"" was destroyed by fire in Lakehurst, New Jersey, and on May 6, 1937 the owners of the State building realized how much worse that accident could have been if it was over New York.In the 1930's the idea was dropped after another dirigible was trying to proform a stunt. The Empire State Building never got to fofil what it was made for.",1,"मार्सिया एमिडन @CAPS1 द्वारा मुरिङ मास्ट खण्डमा। एम्पायर स्टेट बिल्डिंगका निर्माणकर्ताहरूले एम्पायर स्टेट बिल्डिंगको निर्माणमा अवरोधहरूको सामना गर्नुपरेको थियो, डिरिजिबलहरूलाई त्यहाँ डक गर्न अनुमति दिन। एउटा कारण यो हो कि अल स्मिथ (न्यूयोर्कको चार-समयका गभर्नर जसले एम्पायर स्टेट बिल्डिंग निर्माणको प्रयासको नेतृत्व गरे। वर्षौं कार्यालयमा) टावर अग्लो बनाएको थियो ... भवनको उचाइ 1,250 फिट थियो। तर संसारको सबैभन्दा अग्लो टावरको उपाधि लगभग गुमाएपछि उनले टावरमा टप वा टोपी राख्ने घोषणा गरे। अर्को कारण हो। टावर Dirigibles (blimps) को लागि बनाइएको थियो जुन @CAPS2 मान्छे न्यूयोर्क देखि न्यू जर्सी सम्म गर्न सक्छ। स्मिथ एउटा ठाउँ चाहन्थे जहाँ डिरिजिबलहरू डक अफ गर्न सकिन्छ। तर यो कहिल्यै भएन किनभने जर्मन डिरिजिबल ""हिन्डनबर्ग"" लेकहर्स्ट, न्यू जर्सीमा आगलागीबाट नष्ट भयो र मे 6, 1937 मा राज्य भवनका मालिकहरूले महसुस गरे कि यदि यो न्यूयोर्कमा भएको भए त्यो दुर्घटना कति खराब हुन सक्छ। 1930 को विचार अर्को dirigibl पछि हट्योe स्टन्ट प्रस्तुत गर्न खोज्दै थियो। एम्पायर स्टेट बिल्डिंगले यो केका लागि बनाइएको हो भनेर कहिल्यै फोफिल गर्न सकेन।"
14838,6,"The builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there. The first obstacle they faced was the existing law against airships flying too low in urban areas. This made it illegal for the dirigible to tie up on the building. Another obstacle faced in allowing dirigibles to dock was safety. Most dirigibles used hydrogen which was highly flammable. If a dirigible caught fire over the densely populated area of New York, there would be a good chance that many people would be hurt. A final obstacle faced was ""nature itself."" The winds on the top of the Empire State building were constantly shifting due to violent air currents. Even though a dirigible would be attached to the mooring mast, the back of it would move around the mooring mast in a dangerous way. Many obstacles were faced by the workers of the Empire State Building in order to allow a dirigible to dock there.",3,"एम्पायर स्टेट बिल्डिंगका निर्माणकर्ताहरूले त्यहाँ डिरिजिबलहरू डक गर्न अनुमति दिन प्रयास गर्दा धेरै अवरोधहरूको सामना गर्नुपरेको थियो। उनीहरूले सामना गरेको पहिलो अवरोध सहरी क्षेत्रमा धेरै तल उडान गर्ने एयरशिपहरू विरुद्धको विद्यमान कानून थियो। यसले भवनमा बाँध्न डिरिजिबललाई अवैध बनाइदिएको छ। डिरिजिबलहरूलाई डक गर्न अनुमति दिनमा सामना गरेको अर्को अवरोध सुरक्षा थियो। धेरैजसो डिरिजिबलहरूले हाइड्रोजन प्रयोग गरे जुन अत्यधिक ज्वलनशील थियो। यदि न्यूयोर्कको घनी जनसंख्या भएको क्षेत्रमा एक डिरिजिबलमा आगो लाग्यो भने, त्यहाँ धेरै मानिसहरूलाई चोट पुर्याउने राम्रो मौका हुनेछ। सामना गरेको अन्तिम बाधा ""प्रकृति नै"" थियो। एम्पायर स्टेट भवनको माथिल्लो भागमा हिंस्रक हावाको प्रवाहका कारण हावाहरू निरन्तर सरिरहे। मुरिङ मास्टमा डिरिजिबल जोडिएको भए पनि यसको पछाडिको भाग खतरनाक तरिकाले मुरिङ मास्टको वरिपरि घुम्छ। एम्पायर स्टेट बिल्डिङका कामदारहरूले त्यहाँ डिरिजिबललाई डक गर्न अनुमति दिन धेरै अवरोधहरू सामना गरे।"
14839,6,"soon after it's conception, The Empire State Building mooring mast was doomed to fail. Early obstacles were easily surmounted, for example the problem of added stress on the building's frame caused by the added weight of the moored airship. This was fixed by structural modifications to the building's frame, an expensive but fairly simple procedure. one of the biggest blows to the project was the advent of the Hindenburg disaster. The Hindenburg disaster was the cause of the forefront of a decline in airships. Airplanes became a safer, faster, more designer form of transportation. In addition to the Hindenburg disaster, it soon became clear that mooring and airship at @NUM1'or higher was not feasible. Surging winds would not allow the airship to maintain it's course and the ship would be blown erratically around the mast. The final nail in the coffin for the mooring mast was a law prohibiting airship travel over urban areas. These multiple factors easily disallowed any possibility of successful airship travel in the future.",4,"यो अवधारणा भएको छिट्टै, एम्पायर स्टेट बिल्डिंग मुरिंग मास्ट असफल हुन विनाश भयो। प्रारम्भिक अवरोधहरू सजिलै पार गरिन्थ्यो, उदाहरणका लागि मुर्ड एयरशिपको थप वजनको कारण भवनको फ्रेममा थप तनावको समस्या। यो भवनको फ्रेममा संरचनात्मक परिमार्जनहरू द्वारा तय गरिएको थियो, एक महँगो तर एकदम सरल प्रक्रिया। परियोजनाको लागि सबैभन्दा ठूलो प्रहारहरू मध्ये एक हिन्डनबर्ग प्रकोपको आगमन थियो। हिन्डनबर्ग प्रकोप एयरशिपहरूमा गिरावटको अग्रणी कारण थियो। हवाईजहाज एक सुरक्षित, छिटो, अधिक डिजाइनर यातायात को रूप भयो। Hindenburg प्रकोपको अतिरिक्त, यो चाँडै स्पष्ट भयो कि @NUM1' वा उच्च मा मुरिङ र एयरशिप सम्भव थिएन। बढ्दो हावाले वायुयानलाई आफ्नो मार्ग कायम राख्न अनुमति दिँदैन र जहाज मस्तूलको वरिपरि अनियमित रूपमा उडाइनेछ। मुरिङ मास्टको लागि कफिनमा अन्तिम कील सहरी क्षेत्रहरूमा हवाई जहाज यात्रा निषेध गर्ने कानून थियो। यी बहु कारकहरूले सजिलैसँग s को कुनै पनि सम्भावनालाई अस्वीकार गरेभविष्यमा सफल हवाई जहाज यात्रा।"
14840,6,The builders of the Empire @CAPS1 Building were faced with obstacles while attempting to allow derigibles to dock there. The architects realized they could not put the mooring mast on top of the building without modifying and strengthening the steel frame of the building. The stress of the dirigible's load and the wind pressure would add too much weight to the framework which could cause it to collapse. They strengthened the framework from the bottom of the building to the top before putting the shiny glass and chrome-nickel stainless steel tower on the top of the building. The builders were faced with these obstacles but they were successful in completing their goal. The mooring mast is not used as a docking station but it is still looked at as the final peice that makes the Empire State Building stand out above all buildings in downtown New York City.,3,एम्पायर @CAPS1 बिल्डिंगका निर्माणकर्ताहरूले त्यहाँ डेरिजिबलहरू डक गर्न अनुमति दिने प्रयास गर्दा अवरोधहरूको सामना गर्नुपरेको थियो। वास्तुविद्हरूले भवनको स्टिल फ्रेमलाई परिमार्जन र बलियो नगरी भवनको शीर्षमा मुरिङ मास्ट राख्न नसक्ने महसुस गरे। डिरिजिबलको भार र हावाको चापको तनावले फ्रेमवर्कमा धेरै भार थप्छ जसले यसलाई पतन गर्न सक्छ। तिनीहरूले भवनको माथिल्लो भागमा चम्किलो गिलास र क्रोम-निकेल स्टेनलेस स्टील टावर राख्नु अघि भवनको तलदेखि माथिसम्म फ्रेमवर्कलाई बलियो बनाए। निर्माणकर्ताहरूले यी अवरोधहरूको सामना गरे तर तिनीहरू आफ्नो लक्ष्य पूरा गर्न सफल भए। मुरिङ मास्टलाई डकिङ स्टेशनको रूपमा प्रयोग गरिँदैन तर यसलाई अझै पनि अन्तिम टुक्राको रूपमा हेरिन्छ जसले एम्पायर स्टेट बिल्डिङलाई न्यूयोर्क शहरको डाउनटाउनमा रहेका सबै भवनहरूभन्दा माथि खडा बनाउँछ।
14841,6,"In the excerpt ""The Mooring Mast"" by Marcia Amidon Lüsted, many complications occurred during the plans and construction of the attempted docking mast. One obstacle was that dirigibles were just too heavy and the metal frame of the building would have to be modified. After repairing the framework of the Empire State Building, two trial runs were displayed by the @ORGANIZATION3 dirigible ""Los Angeles"" and the Goodyear blimp ""Columbia"". The result of the expirament were that the wind current, physically, didn't allow the blimp to come close enough to the building to dock Also, ""an existing law against airships flying too low over urban cities"" was an obstacle they could not surpass. Within years of postponing their efforts, airplanes made way and dirigibles, as transportation, were long forgotten.",3,"मार्सिया एमिडन लस्टेड द्वारा ""द मुरिङ मास्ट"" को अंशमा, प्रयास गरिएको डकिंग मास्टको योजना र निर्माणको क्रममा धेरै जटिलताहरू देखा पर्‍यो। एउटा अवरोध यो थियो कि डिरिजिबलहरू धेरै भारी थिए र भवनको धातु फ्रेम परिमार्जन गर्नुपर्ने थियो। एम्पायर स्टेट बिल्डिंगको ढाँचा मर्मत गरेपछि, @ORGANIZATION3 डिरिजिबल ""लस एन्जलस"" र गुडइयर ब्लीम्प ""कोलम्बिया"" द्वारा दुई परीक्षण रनहरू प्रदर्शन गरियो। समयावधिको नतिजा यो थियो कि हावाको प्रवाह, भौतिक रूपमा, ब्लीम्पलाई डक गर्न भवनको पर्याप्त नजिक आउन अनुमति दिँदैन, साथै, ""शहरी सहरहरूमा धेरै तल उड्ने वायुयानहरू विरुद्धको विद्यमान कानून"" तिनीहरूले पार गर्न नसक्ने अवरोध थियो। । तिनीहरूको प्रयासहरू स्थगित गरेको वर्षहरूमा, हवाईजहाजहरूले बाटो बनाए र डिरिजिबलहरू, यातायातको रूपमा, लामो समयदेखि बिर्सिएका थिए।"
14842,6,The obstacles the builders face were great. They explained how most dirigibles from outside the @LOCATION1 use a different gas called hydrogen which is highly flammable. Following that they told @LOCATION1 how Hindenburg by fire in 1937 which used hydrogen. They realized if this had happen in a urban area it could have been worse. Anthore obstacle they faced was the wind. If the dirigible was parked at mooring mast the violent wind speeds would make the Blimp shift and cause strees on the building steel frame. The greatest obstacle was the law passed. The law stated that no airships could fly to low in urban areas. This would keep blimps from landing there.,3,निर्माणकर्ताहरूले सामना गर्ने अवरोधहरू ठूलो थिए। उनीहरूले @LOCATION1 बाहिरका धेरैजसो डिरिजिबलहरूले कसरी हाइड्रोजन नामक फरक ग्यास प्रयोग गर्छन् जुन अत्यधिक ज्वलनशील हुन्छ भनेर बताए। त्यस पछि उनीहरूले @LOCATION1 लाई 1937 मा हिन्डनबर्गले कसरी हाइड्रोजन प्रयोग गरेको आगोले बताए। यदि यो सहरी क्षेत्रमा भएको भए यो अझ नराम्रो हुन सक्छ भन्ने उनीहरूले महसुस गरे। तिनीहरूले सामना गरेको एन्थोर अवरोध हावा थियो। यदि डिरिजिबल मुरिङ मास्टमा पार्क गरिएको थियो भने हिंस्रक हावाको गतिले ब्लीम्प शिफ्ट बनाउँछ र भवनको स्टिल फ्रेममा सडकहरू निम्त्याउँछ। सबैभन्दा ठूलो बाधक कानून पारित भएको थियो। कानुनले सहरी क्षेत्रमा तल्लो तहमा उडान गर्न नपाइने उल्लेख गरेको छ । यसले ब्लीम्पहरूलाई त्यहाँ अवतरण गर्नबाट जोगाउँछ।
14843,6,"The builders of the Empire State Building a great idea. They wanted to be able to tethered dirigibles, or blimps, to the top of the building. However, there were many problems with this idea. First of all, blimps themselves were not very sturdy. Strong winds could easily blow dirigibles trying to dock into the spires of other buildings. Dirigibles also started to use hydrogen gas rather than Helium. Hydrogen gas is extremely flammable. The smallest the sparking could set the whole blimp ablaze. The docking system its self was also a problem. The only way to keep a dirigible level was to hang lead weights off the side. One concern was that a way could fall off and fall into the densely populated city below. This could've proved very disastrous!",3,"एम्पायर स्टेट बिल्डिंग को निर्माणकर्ताहरु एक महान विचार। तिनीहरू भवनको शीर्षमा टेथर्ड डिरिजिबलहरू, वा ब्लीम्पहरू सक्षम हुन चाहन्थे। तथापि, यो विचार संग धेरै समस्या थियो। सबैभन्दा पहिले, ब्लिम्पहरू आफैंमा धेरै बलियो थिएनन्। बलियो हावाले अन्य भवनहरूको स्पाइरहरूमा डक गर्न खोज्ने डिरिजिबलहरू सजिलै उडाउन सक्छ। डाइरिजिबलहरूले पनि हेलियमको सट्टा हाइड्रोजन ग्यास प्रयोग गर्न थाले। हाइड्रोजन ग्याँस धेरै ज्वलनशील छ। सबैभन्दा सानो स्पार्किङले सम्पूर्ण ब्लीम्पलाई जलाउन सक्छ। डकिङ प्रणाली आफैंमा पनि समस्या थियो। डिरिजिबल स्तर राख्ने एक मात्र तरिका सिसाको वजनलाई छेउमा झुण्ड्याउनु थियो। एउटा चिन्ता यो थियो कि एउटा बाटो खसेर तलको घना जनसंख्या भएको सहरमा पर्न सक्छ। यो धेरै विनाशकारी साबित हुन सक्छ!"
